Category,Subcategory,Subject,Location,Start Date,End Date,Notes,URL,Description
Sports,Tennis,Hall of Fame Induction Ceremony,"Newport, RI",7/20/2024,,International Tennis Hall of Fame Class of 2024 Induction Ceremony,http://www.tennisfame.com,"Category: Sports
Subcategory: Tennis
Notes: International Tennis Hall of Fame Class of 2024 Induction Ceremony
URL: http://www.tennisfame.com"
Sports,Tennis,National Bank Open,"Montreal, Canada",8/4/2024,8/12/2024,Formerly the Rogers Cup,https://www.rogerscup.com/tournament-info/,"Category: Sports
Subcategory: Tennis
Notes: Formerly the Rogers Cup
URL: https://www.rogerscup.com/tournament-info/"
Sports,Tennis,US Open,"New York City, NY",8/26/2024,9/8/2024,,https://toomanyrackets.com/us-open-tennis-guide/,"Category: Sports
Subcategory: Tennis
Notes: 
URL: https://toomanyrackets.com/us-open-tennis-guide/"
Sports,Volleyball,FIVB Nations League,Multiple,6/23/2024,,Given date is the Finals. Tournament starts on 6/20/24.,https://en.volleyballworld.com/volleyball/competitions/vnl-2023/competition/pools-and-host-cities,"Category: Sports
Subcategory: Volleyball
Notes: Given date is the Finals. Tournament starts on 6/20/24.
URL: https://en.volleyballworld.com/volleyball/competitions/vnl-2023/competition/pools-and-host-cities"
Sports,Volleyball,FIVB World Championship,"Paris, France",7/24/2024,,,https://www.fivb.com/en/about/news/fivb-announces-dates-and-host-cities-for?id=82646,"Category: Sports
Subcategory: Volleyball
Notes: 
URL: https://www.fivb.com/en/about/news/fivb-announces-dates-and-host-cities-for?id=82646"
Sports,Volleyball,FIVB World Cup,,12/9/2024,12/22/2024,,https://www.fivb.com/en/volleyball/competitions,"Category: Sports
Subcategory: Volleyball
Notes: 
URL: https://www.fivb.com/en/volleyball/competitions"
Sports,Weightlifting,FitExpo,"Los Angeles, CA",1/20/2024,1/21/2024,,https://thefitexpo.com/city/los-angeles/,"Category: Sports
Subcategory: Weightlifting
Notes: 
URL: https://thefitexpo.com/city/los-angeles/"
Sports,Weightlifting,ACSM International Health & Fitness Summit,"Chicago, IL",2/22/2024,2/25/2024,,https://www.acsm.org/acsm-summit-home/program,"Category: Sports
Subcategory: Weightlifting
Notes: 
URL: https://www.acsm.org/acsm-summit-home/program"
Sports,Weightlifting,Arnold Sports Festival - Classic & Strongman,"Columbus, OH",2/29/2024,3/3/2024,Typically held in February,https://www.arnoldsportsfestival.com/,"Category: Sports
Subcategory: Weightlifting
Notes: Typically held in February
URL: https://www.arnoldsportsfestival.com/"
Sports,Weightlifting,IHRSA International Convention & Trade Show,"Los Angeles, CA",3/6/2024,6/8/2024,,https://www.ihrsa.org/events,"Category: Sports
Subcategory: Weightlifting
Notes: 
URL: https://www.ihrsa.org/events"
Sports,Weightlifting,World's Strongest Man,"Myrtle Beach, SC",5/1/2024,5/5/2024,Typically held in May,http://theworldsstrongestman.com/,"Category: Sports
Subcategory: Weightlifting
Notes: Typically held in May
URL: http://theworldsstrongestman.com/"
Sports,Weightlifting,Muscle Beach International Classic,"Venice, CA",5/27/2024,,"Memorial Day Muscle Beach International Classic, body building contest",http://www.musclebeachvenice.com,"Category: Sports
Subcategory: Weightlifting
Notes: Memorial Day Muscle Beach International Classic, body building contest
URL: http://www.musclebeachvenice.com"
Sports,Weightlifting,IDEA World Convention,"Los Angeles, CA",7/10/2024,7/14/2024,,https://www.ideafit.com/fitness-conferences/2022-idea-world/,"Category: Sports
Subcategory: Weightlifting
Notes: 
URL: https://www.ideafit.com/fitness-conferences/2022-idea-world/"
Sports,Weightlifting,Lumberjack World Championships,"Hayward, WI",8/1/2024,8/3/2024,"Lumberjack World Championships, the world's biggest prize for professional male and female lumberjacks",www.lumberjackworldchampionships.com,"Category: Sports
Subcategory: Weightlifting
Notes: Lumberjack World Championships, the world's biggest prize for professional male and female lumberjacks
URL: www.lumberjackworldchampionships.com"
Sports,Weightlifting,Reebok NoBull CrossFit Games,"Fort Worth, TX",8/11/2024,,Given date is the Finals. Tournament starts on 8/8/24,https://games.crossfit.com/video/24-games-location,"Category: Sports
Subcategory: Weightlifting
Notes: Given date is the Finals. Tournament starts on 8/8/24
URL: https://games.crossfit.com/video/24-games-location"
Sports,Weightlifting,Olympia Fitness & Performance Weekend,TBD,10/10/2024,10/13/2024,,https://mrolympia.com/,"Category: Sports
Subcategory: Weightlifting
Notes: 
URL: https://mrolympia.com/"
Sports,WWE,Royal Rumble,"Tampa, FL",1/27/2024,,,https://www.wwe.com/shows/royalrumble/article/royal-rumble-comes-to-tampa-in-2024,"Category: Sports
Subcategory: WWE
Notes: 
URL: https://www.wwe.com/shows/royalrumble/article/royal-rumble-comes-to-tampa-in-2024"
Sports,WWE,WrestleMania,"Philadelphia, PA",4/6/2024,4/7/2024,,https://onlocationexp.com/wwe/wrestlemania-tickets?utm_source=wwe.com&utm_medium=referral&utm_campaign=wwe_wrestlemania-featured_events_carousel,"Category: Sports
Subcategory: WWE
Notes: 
URL: https://onlocationexp.com/wwe/wrestlemania-tickets?utm_source=wwe.com&utm_medium=referral&utm_campaign=wwe_wrestlemania-featured_events_carousel"
Sports,WWE,SummerSlam,TBD,TBD,,Typically held in August,https://www.wwe.com/shows/summerslam,"Category: Sports
Subcategory: WWE
Notes: Typically held in August
URL: https://www.wwe.com/shows/summerslam"
Tech,Gaming,Game Developers Conference,"San Francisco, CA",3/18/2024,3/22/2024,,https://gdconf.com/showcase,"Category: Tech
Subcategory: Gaming
Notes: 
URL: https://gdconf.com/showcase"
Tech,Gaming,Pax East,"Boston, MA",3/21/2024,3/24/2024,,https://east.paxsite.com/,"Category: Tech
Subcategory: Gaming
Notes: 
URL: https://east.paxsite.com/"
Tech,Gaming,E3,"Los Angeles, CA",6/11/2024,6/13/2024,E3 Electronic Entertainment Expo - 'the world's premiere trade show for computer and video games and related products'. Games console companies such as Microsoft and Nintendo are expected to showcase their latest product developments at the event,"https://www.cbr.com/e3-2023-return-dates-announced/#:~:text=E3%20announces%20the%20dates%20for%20its%20long-awaited%20return,13-16%2C%202023%2C%20at%20the%20Los%20Angeles%20Convention%20Center.","Category: Tech
Subcategory: Gaming
Notes: E3 Electronic Entertainment Expo - 'the world's premiere trade show for computer and video games and related products'. Games console companies such as Microsoft and Nintendo are expected to showcase their latest product developments at the event
URL: https://www.cbr.com/e3-2023-return-dates-announced/#:~:text=E3%20announces%20the%20dates%20for%20its%20long-awaited%20return,13-16%2C%202023%2C%20at%20the%20Los%20Angeles%20Convention%20Center."
Tech,Gaming,ESL One,"Cologne, Germany",8/16/2024,8/18/2024,EPT Championship,https://esl.com/events/,"Category: Tech
Subcategory: Gaming
Notes: EPT Championship
URL: https://esl.com/events/"
Tech,Gaming,GamesCom,"Cologne, Germany",8/20/2024,8/25/2024,Online/Gamescom 21,https://www.gamescom.global/the-gamescom/tickets/buy-tickets/,"Category: Tech
Subcategory: Gaming
Notes: Online/Gamescom 21
URL: https://www.gamescom.global/the-gamescom/tickets/buy-tickets/"
Tech,Gaming,Pax West,"Seattle, WA",8/30/2024,9/2/2024,,https://west.paxsite.com/,"Category: Tech
Subcategory: Gaming
Notes: 
URL: https://west.paxsite.com/"
Tech,Gaming,EGX,"London, UK",9/19/2024,9/19/2024,Typically held in September,https://www.egx.net/london/en-gb.html,"Category: Tech
Subcategory: Gaming
Notes: Typically held in September
URL: https://www.egx.net/london/en-gb.html"
Tech,Gaming,DreamHack,"Stockholm, Sweden",11/22/2024,11/24/2024,,https://dreamhack.com/,"Category: Tech
Subcategory: Gaming
Notes: 
URL: https://dreamhack.com/"
Tech,Gaming,League of Legends World Championship,"London, UK",11/22/2024,,,https://www.espn.com/esports/story/_/id/29572609/riot-announces-league-legends-worlds-take-place-shanghai,"Category: Tech
Subcategory: Gaming
Notes: 
URL: https://www.espn.com/esports/story/_/id/29572609/riot-announces-league-legends-worlds-take-place-shanghai"
Tech,Gaming,D.I.C.E. Awards,"Las Vegas, NV",TBD,TBD,"The D.I.C.E. Awards (Design, Innovate, Communicate, Entertain), recognizing excellence among peers currently working in video games",http://www.interactive.org/,"Category: Tech
Subcategory: Gaming
Notes: The D.I.C.E. Awards (Design, Innovate, Communicate, Entertain), recognizing excellence among peers currently working in video games
URL: http://www.interactive.org/"
Tech,Gaming,EA Play Live,Virtual,TBD,,"EA Play Live, event showcasing new games, featuring world premieres and exclusives",https://www.ea.com/eaplay,"Category: Tech
Subcategory: Gaming
Notes: EA Play Live, event showcasing new games, featuring world premieres and exclusives
URL: https://www.ea.com/eaplay"
Tech,Gaming,PUBG Global Championship,Virtual,TBD,,"The PUBG Global Championship brings together the best teams from PUBG eSports leagues around the world, including PUBG Korea League (PKL), North American National PUBG League (NPL), PUBG Europe League (PEL), and the Chinese PUBG Champions League (PCL)",https://www.pubgesports.com/,"Category: Tech
Subcategory: Gaming
Notes: The PUBG Global Championship brings together the best teams from PUBG eSports leagues around the world, including PUBG Korea League (PKL), North American National PUBG League (NPL), PUBG Europe League (PEL), and the Chinese PUBG Champions League (PCL)
URL: https://www.pubgesports.com/"
Tech,Gaming,eSports Industry Awards,TBD,TBD,,"2023 event held in Nov; eSports Industry Awards, recognizing excellence in global eSports",https://esportsawards.com/,"Category: Tech
Subcategory: Gaming
Notes: 2023 event held in Nov; eSports Industry Awards, recognizing excellence in global eSports
URL: https://esportsawards.com/"
Tech,Gaming,Blizzcon,Virtual,TBD,,2023 Event took place 11/3-11/4,https://blizzcon.com/en-us/,"Category: Tech
Subcategory: Gaming
Notes: 2023 Event took place 11/3-11/4
URL: https://blizzcon.com/en-us/"
Tech,Gaming,IGN Summer of Gaming,Virtual,TBD,,"Jun 2024 IGN Summer of Gaming, global online event presenting news around gaming and the next generation of consoles, connecting audiences with developers from around the world",https://www.ign.com,"Category: Tech
Subcategory: Gaming
Notes: Jun 2024 IGN Summer of Gaming, global online event presenting news around gaming and the next generation of consoles, connecting audiences with developers from around the world
URL: https://www.ign.com"
Tech,Gaming,Fortnite World Cup,TBD,TBD,,Typically held in July,https://www.gamesradar.com/fortnite-world-cup/,"Category: Tech
Subcategory: Gaming
Notes: Typically held in July
URL: https://www.gamesradar.com/fortnite-world-cup/"
Tech,Gaming,The Game Awards,"Los Angeles, CA",TBD,,Typically held in December;  12/7/23,https://thegameawards.com/,"Category: Tech
Subcategory: Gaming
Notes: Typically held in December;  12/7/23
URL: https://thegameawards.com/"
Tech,Tech Expo,CES,"Las Vegas, NV",1/9/2024,1/12/2024,,https://www.ces.tech/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.ces.tech/"
Tech,Tech Expo,Mobile World Congress,"Barcelona, Spain",2/26/2024,2/29/2024,,https://www.mwcbarcelona.com/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.mwcbarcelona.com/"
Tech,Tech Expo,RootsTech,"Salt Lake City, UT & Virtual",2/29/2024,3/2/2024,"RootsTech - global family history, technology and genealogical event",https://www.familysearch.org/rootstech/event/rt2023,"Category: Tech
Subcategory: Tech Expo
Notes: RootsTech - global family history, technology and genealogical event
URL: https://www.familysearch.org/rootstech/event/rt2023"
Tech,Tech Expo,Microsoft Ignite,Virtual,3/8/2024,,,https://myignite.microsoft.com/home,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://myignite.microsoft.com/home"
Tech,Tech Expo,Channel Partners Conference,"Las Vegas, NV",3/11/2024,3/14/2024,,https://tmt.knect365.com/channel-partners-conference-expo/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://tmt.knect365.com/channel-partners-conference-expo/"
Tech,Tech Expo,Adobe Summit,"Las Vegas, NV & Virtual",3/26/2024,3/28/2024,,https://summit.adobe.com/na/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://summit.adobe.com/na/"
Tech,Tech Expo,RSA Conference,"San Francisco, CA",5/6/2024,5/9/2024,,https://www.rsaconference.com/usa,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.rsaconference.com/usa"
Tech,Tech Expo,IBM Think,"Boston, MA",5/20/2024,5/23/2024,,https://www.ibm.com/events/think/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.ibm.com/events/think/"
Tech,Tech Expo,Dell Tech World,"Las Vegas, NV",5/20/2024,5/23/2024,,https://www.delltechnologiesworld.com/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.delltechnologiesworld.com/"
Tech,Tech Expo,Finovate,"San Francisco, CA",5/21/2024,5/23/2024,,https://finance.knect365.com/finovatespring/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://finance.knect365.com/finovatespring/"
Tech,Tech Expo,Dublin Tech Summit,RDS Dublin,5/29/2024,5/30/2024,,https://dublintechsummit.com/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://dublintechsummit.com/"
Tech,Tech Expo,Cisco Live,"Las Vegas, NV",6/2/2024,6/6/2024,"Cisco Live! Conference, premier education and training event for IT, networking, and communications professionals.",https://www.ciscolive.com/us.html,"Category: Tech
Subcategory: Tech Expo
Notes: Cisco Live! Conference, premier education and training event for IT, networking, and communications professionals.
URL: https://www.ciscolive.com/us.html"
Tech,Tech Expo,Computex,"Taipei, Taiwan",6/4/2024,6/7/2024,,https://www.computextaipei.com.tw/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.computextaipei.com.tw/"
Tech,Tech Expo,Digital Enterprise Show,"Malaga, Spain",6/11/2024,6/13/2024,,https://www.des-madrid.com/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.des-madrid.com/"
Tech,Tech Expo,Augmented World Expo USA,"Long Beach, CA",6/18/2024,6/20/2024,"AWE USA, Conference and expo dedicated to the business of augmented reality, virtual reality and extended reality",http://www.awexr.com/,"Category: Tech
Subcategory: Tech Expo
Notes: AWE USA, Conference and expo dedicated to the business of augmented reality, virtual reality and extended reality
URL: http://www.awexr.com/"
Tech,Tech Expo,VidCon,"Anaheim, CA",6/26/2024,6/29/2024,,https://www.vidcon.com/anaheim/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.vidcon.com/anaheim/"
Tech,Tech Expo,DEF CON 30,"Las Vegas, NV",8/8/2024,8/11/2024,DEF CON 32 conference for computer hackers * Held in various venues,www.defcon.org,"Category: Tech
Subcategory: Tech Expo
Notes: DEF CON 32 conference for computer hackers * Held in various venues
URL: www.defcon.org"
Tech,Tech Expo,IFA Consumer Electronics Unlimited,"Berlin, Germany",9/6/2024,9/10/2024,,https://www.ifa-berlin.com/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.ifa-berlin.com/"
Tech,Tech Expo,Dreamforce,"San Francisco, CA",9/17/2024,9/19/2024,,https://www.salesforce.com/form/dreamforce/df23-save-the-date/?d=0,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.salesforce.com/form/dreamforce/df23-save-the-date/?d=0"
Tech,Tech Expo,Grace Hopper Celebration,"Philadelphia, PA",10/8/2024,10/11/2024,"Grace Hopper Celebration of Women In Computing, gathering of women technologists",https://ghc.anitab.org/,"Category: Tech
Subcategory: Tech Expo
Notes: Grace Hopper Celebration of Women In Computing, gathering of women technologists
URL: https://ghc.anitab.org/"
Tech,Tech Expo,TechCrunch Disrupt,"San Francisco, CA",10/28/2024,10/30/2024,,https://techcrunch.com/events/techcrunch-disrupt-2024/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://techcrunch.com/events/techcrunch-disrupt-2024/"
Tech,Tech Expo,CeBIT,"Sydney, Australia",10/29/2024,10/31/2024,SMB Digital,https://www.messe.de/en/trade-fairs/cebit-events-worldwide.xhtml,"Category: Tech
Subcategory: Tech Expo
Notes: SMB Digital
URL: https://www.messe.de/en/trade-fairs/cebit-events-worldwide.xhtml"
Tech,Tech Expo,DevLearn,"Las Vegas, NV",11/6/2024,11/8/2024,,https://www.learningguild.com/content/24/about-our-conferences/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.learningguild.com/content/24/about-our-conferences/"
Tech,Tech Expo,Web Summit,"Lisbon, Portugal",11/11/2024,11/14/2024,,https://websummit.com/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://websummit.com/"
Tech,Tech Expo,Oktane Conference,Virtual,TBD,TBD,,https://www.okta.com/oktane22/,"Category: Tech
Subcategory: Tech Expo
Notes: 
URL: https://www.okta.com/oktane22/"
